term	clusteroccurences	genomeoccurences	pvalue	correctedpvalue	oddsratio	group
2098	GO:0000160:phosphorelay signal transduction system	1	2	0.0797436012965707	1	23.8098635951885	upregulated
2146	GO:0006306:DNA methylation	1	2	0.0797436012965707	1	23.8098635951885	upregulated
2294	GO:0042026:protein refolding	1	2	0.0797436012965707	1	23.8098635951885	upregulated
2543	GO:0008170:N-methyltransferase activity	1	2	0.0797436012965707	1	23.8098635951885	upregulated
2707	GO:0050661:NADP binding	1	2	0.0797436012965707	1	23.8098635951885	upregulated
174	IPR001451:Hexapeptide repeat	1	3	0.117243862042432	1	11.9400905092507	upregulated
317	IPR002525:Transposase, IS111A/IS1328/IS1533, N-terminal	1	3	0.117243862042432	1	11.9400905092507	upregulated
369	IPR003115:ParB/Sulfiredoxin	1	3	0.117243862042432	1	11.9400905092507	upregulated
457	IPR004101:Mur ligase, C-terminal	1	3	0.117243862042432	1	11.9400905092507	upregulated
914	IPR011004:Trimeric LpxA-like	1	3	0.117243862042432	1	11.9400905092507	upregulated
967	IPR011545:DEAD/DEAH box helicase domain	1	3	0.117243862042432	1	11.9400905092507	upregulated
1213	IPR016193:Cytidine deaminase-like	1	3	0.117243862042432	1	11.9400905092507	upregulated
1808	IPR036086:ParB/Sulfiredoxin superfamily	1	3	0.117243862042432	1	11.9400905092507	upregulated
2219	GO:0008360:regulation of cell shape	1	3	0.117243862042432	1	11.9400905092507	upregulated
2726	No GO terms for molecular function	31	638	0.151423435050362	1	1.53696545442774	upregulated
793	IPR007688:Plasmid  conjugal transfer TrbL/VirB6	1	4	0.153245335857993	1	7.96623873909158	upregulated
1045	IPR013026:Tetratricopeptide repeat-containing domain	1	4	0.153245335857993	1	7.96623873909158	upregulated
1055	IPR013221:Mur ligase, central	1	4	0.153245335857993	1	7.96623873909158	upregulated
1326	IPR019734:Tetratricopeptide repeat	1	4	0.153245335857993	1	7.96623873909158	upregulated
1881	IPR036565:Mur-like, catalytic domain superfamily	1	4	0.153245335857993	1	7.96623873909158	upregulated
1888	IPR036615:Mur ligase, C-terminal domain superfamily	1	4	0.153245335857993	1	7.96623873909158	upregulated
2157	GO:0006412:translation	0	54	0.164641725388986	1	0	upregulated
198	IPR001650:Helicase, C-terminal	1	5	0.187806750720932	1	5.97452407079588	upregulated
212	IPR001750:NADH:quinone oxidoreductase/Mrp antiporter, membrane subunit	1	5	0.187806750720932	1	5.97452407079588	upregulated
406	IPR003594:Histidine kinase-like ATPase, C-terminal domain	1	5	0.187806750720932	1	5.97452407079588	upregulated
1008	IPR011990:Tetratricopeptide-like helical domain	1	5	0.187806750720932	1	5.97452407079588	upregulated
1100	IPR014001:Helicase superfamily 1/2, ATP-binding domain	1	5	0.187806750720932	1	5.97452407079588	upregulated
1940	IPR036890:Histidine kinase/HSP90-like ATPase superfamily	1	5	0.187806750720932	1	5.97452407079588	upregulated
2237	GO:0009231:riboflavin biosynthetic process	1	5	0.187806750720932	1	5.97452407079588	upregulated
2281	GO:0030255:protein secretion by the type IV secretion system	1	5	0.187806750720932	1	5.97452407079588	upregulated
2315	GO:0051301:cell division	1	5	0.187806750720932	1	5.97452407079588	upregulated
2297	GO:0042773:ATP synthesis coupled electron transport	1	6	0.220984579531352	1	4.77907389616468	upregulated
2228	GO:0009089:lysine biosynthetic process via diaminopimelate	1	7	0.252833124930724	1	3.98139466252878	upregulated
2656	GO:0016874:ligase activity	1	7	0.252833124930724	1	3.98139466252878	upregulated
2710	GO:0051082:unfolded protein binding	1	7	0.252833124930724	1	3.98139466252878	upregulated
2336	GO:0005840:ribosome	0	46	0.255358612013079	1	0	upregulated
2349	GO:0016021:integral component of membrane	0	51	0.263994894943426	1	0	upregulated
2387	GO:0003735:structural constituent of ribosome	0	52	0.266899413770649	1	0	upregulated
2106	GO:0005975:carbohydrate metabolic process	1	8	0.283404600997388	1	3.41083648095031	upregulated
2555	GO:0008270:zinc ion binding	1	8	0.283404600997388	1	3.41083648095031	upregulated
1852	IPR036388:Winged helix-like DNA-binding domain superfamily	1	9	0.312749211931156	1	2.98280238404542	upregulated
2152	GO:0006355:regulation of transcription, DNA-templated	1	9	0.312749211931156	1	2.98280238404542	upregulated
2224	GO:0009058:biosynthetic process	1	9	0.312749211931156	1	2.98280238404542	upregulated
1115	IPR014070:Wolbachia palindromic element (WPE)	1	10	0.340915227835617	1	2.64974995477552	upregulated
1622	IPR027417:P-loop containing nucleoside triphosphate hydrolase	1	75	0.360936498887167	1	0.304928764246916	upregulated
2541	GO:0008137:NADH dehydrogenase (ubiquinone) activity	1	11	0.367949057702901	1	2.38318562205236	upregulated
2333	GO:0005737:cytoplasm	2	32	0.377282684694006	1	1.59507357505303	upregulated
1382	IPR020568:Ribosomal protein S5 domain 2-type fold	1	12	0.393895319701961	1	2.16497350175086	upregulated
1666	IPR029063:S-adenosyl-L-methionine-dependent methyltransferase	1	13	0.418796908867862	1	1.98318237020137	upregulated
2643	GO:0016787:hydrolase activity	1	15	0.465629421862827	1	1.69731265762156	upregulated
1023	IPR012340:Nucleic acid-binding, OB-fold	1	17	0.508757711636573	1	1.48282799138294	upregulated
2393	GO:0003824:catalytic activity	1	60	0.509816575947551	1	0.387613248849581	upregulated
2385	GO:0003723:RNA binding	0	25	0.620843687426602	1	0	upregulated
2620	GO:0016491:oxidoreductase activity	0	25	0.620843687426602	1	0	upregulated
405	IPR003593:AAA+ ATPase domain	0	30	0.630492204884015	1	0	upregulated
1021	IPR012337:Ribonuclease H-like domain	0	32	0.637428055134792	1	0	upregulated
2148	GO:0006313:transposition, DNA-mediated	2	39	0.670453600385098	1	1.28574098294795	upregulated
2507	GO:0004803:transposase activity	2	39	0.670453600385098	1	1.28574098294795	upregulated
2348	GO:0016020:membrane	1	49	0.717975632627206	1	0.481053087641834	upregulated
2379	GO:0003677:DNA binding	4	88	0.777547619680363	1	1.13340823519596	upregulated
2536	GO:0005524:ATP binding	4	94	0.789001541072551	1	1.05214510559857	upregulated
1	IPR000014:PAS domain	0	1	1	1	0	upregulated
2	IPR000031:PurE domain	0	1	1	1	0	upregulated
3	IPR000037:SsrA-binding protein	0	1	1	1	0	upregulated
4	IPR000056:Ribulose-phosphate 3-epimerase-like	0	1	1	1	0	upregulated
5	IPR000073:Alpha/beta hydrolase fold-1	0	1	1	1	0	upregulated
6	IPR000085:Bacterial DNA recombination protein RuvA	0	1	1	1	0	upregulated
7	IPR000086:NUDIX hydrolase domain	0	1	1	1	0	upregulated
8	IPR000089:Biotin/lipoyl attachment	0	3	1	1	0	upregulated
9	IPR000092:Polyprenyl synthetase	0	2	1	1	0	upregulated
10	IPR000093:DNA recombination protein RecR	0	1	1	1	0	upregulated
11	IPR000114:Ribosomal protein L16	0	1	1	1	0	upregulated
12	IPR000115:Phosphoribosylglycinamide synthetase	0	1	1	1	0	upregulated
13	IPR000119:Histone-like DNA-binding protein	0	3	1	1	0	upregulated
14	IPR000121:PEP-utilising enzyme, C-terminal	0	1	1	1	0	upregulated
15	IPR000131:ATP synthase, F1 complex, gamma subunit	0	1	1	1	0	upregulated
16	IPR000158:Cell division protein FtsZ	0	1	1	1	0	upregulated
17	IPR000160:GGDEF domain	0	1	1	1	0	upregulated
18	IPR000178:Translation initiation factor aIF-2, bacterial-like	0	1	1	1	0	upregulated
19	IPR000182:GNAT domain	0	1	1	1	0	upregulated
20	IPR000184:Bacterial surface antigen (D15)	0	1	1	1	0	upregulated
21	IPR000185:Protein translocase subunit SecA	0	1	1	1	0	upregulated
22	IPR000192:Aminotransferase class V domain	0	2	1	1	0	upregulated
23	IPR000194:ATPase, F1/V1/A1 complex, alpha/beta subunit, nucleotide-binding domain	0	3	1	1	0	upregulated
24	IPR000206:Ribosomal protein L7/L12	0	1	1	1	0	upregulated
25	IPR000214:Zinc finger, DNA glycosylase/AP lyase-type	0	1	1	1	0	upregulated
26	IPR000218:Ribosomal protein L14P	0	1	1	1	0	upregulated
27	IPR000223:Peptidase S26A, signal peptidase I	0	1	1	1	0	upregulated
28	IPR000235:Ribosomal protein S5/S7	0	1	1	1	0	upregulated
29	IPR000238:Ribosome-binding factor A	0	1	1	1	0	upregulated
30	IPR000257:Uroporphyrinogen decarboxylase (URO-D)	0	1	1	1	0	upregulated
31	IPR000266:Ribosomal protein S17/S11	0	1	1	1	0	upregulated
32	IPR000271:Ribosomal protein L34	0	1	1	1	0	upregulated
33	IPR000277:Cys/Met metabolism, pyridoxal phosphate-dependent enzyme	0	1	1	1	0	upregulated
34	IPR000283:NADH:ubiquinone oxidoreductase, 75kDa subunit, conserved site	0	1	1	1	0	upregulated
35	IPR000291:D-alanine--D-alanine ligase/VANA/B/C, conserved site	0	1	1	1	0	upregulated
36	IPR000297:Peptidyl-prolyl cis-trans isomerase, PpiC-type	0	1	1	1	0	upregulated
37	IPR000305:GIY-YIG nuclease superfamily	0	2	1	1	0	upregulated
38	IPR000307:Ribosomal protein S16	0	1	1	1	0	upregulated
39	IPR000330:SNF2-related, N-terminal domain	0	1	1	1	0	upregulated
40	IPR000352:Peptide chain release factor class I/class II	0	2	1	1	0	upregulated
41	IPR000358:Ribonucleotide reductase small subunit family	0	1	1	1	0	upregulated
42	IPR000361:FeS cluster biogenesis	0	2	1	1	0	upregulated
43	IPR000362:Fumarate lyase family	0	2	1	1	0	upregulated
44	IPR000374:Phosphatidate cytidylyltransferase	0	1	1	1	0	upregulated
45	IPR000383:Xaa-Pro dipeptidyl-peptidase-like domain	0	1	1	1	0	upregulated
46	IPR000390:Small multidrug resistance protein family	0	2	1	1	0	upregulated
47	IPR000415:Nitroreductase-like	0	1	1	1	0	upregulated
48	IPR000422:3,4-dihydroxy-2-butanone 4-phosphate synthase, RibB	0	1	1	1	0	upregulated
49	IPR000424:Primosome PriB/single-strand DNA-binding	0	1	1	1	0	upregulated
50	IPR000432:DNA mismatch repair protein MutS, C-terminal	0	1	1	1	0	upregulated
51	IPR000440:NADH:ubiquinone/plastoquinone oxidoreductase, chain 3	0	1	1	1	0	upregulated
52	IPR000445:Helix-hairpin-helix motif	0	1	1	1	0	upregulated
53	IPR000454:ATP synthase, F0 complex, subunit C	0	1	1	1	0	upregulated
54	IPR000456:Ribosomal protein L17	0	1	1	1	0	upregulated
55	IPR000462:CDP-alcohol phosphatidyltransferase	0	2	1	1	0	upregulated
56	IPR000473:Ribosomal protein L36	0	1	1	1	0	upregulated
57	IPR000477:Reverse transcriptase domain	0	4	1	1	0	upregulated
58	IPR000515:ABC transporter type 1, transmembrane domain MetI-like	0	4	1	1	0	upregulated
59	IPR000523:Magnesium chelatase ChlI domain	0	1	1	1	0	upregulated
60	IPR000529:Ribosomal protein S6	0	1	1	1	0	upregulated
61	IPR000534:Semialdehyde dehydrogenase, NAD-binding	0	1	1	1	0	upregulated
62	IPR000537:UbiA prenyltransferase family	0	2	1	1	0	upregulated
63	IPR000565:DNA topoisomerase, type IIA, subunit B	0	1	1	1	0	upregulated
64	IPR000568:ATP synthase, F0 complex, subunit A	0	1	1	1	0	upregulated
65	IPR000573:Aconitase A/isopropylmalate dehydratase small subunit, swivel domain	0	1	1	1	0	upregulated
66	IPR000587:Creatinase, N-terminal	0	1	1	1	0	upregulated
67	IPR000589:Ribosomal protein S15	0	1	1	1	0	upregulated
68	IPR000597:Ribosomal protein L3	0	1	1	1	0	upregulated
69	IPR000620:EamA domain	0	1	1	1	0	upregulated
70	IPR000627:Intradiol ring-cleavage dioxygenase, C-terminal	0	1	1	1	0	upregulated
71	IPR000630:Ribosomal protein S8	0	1	1	1	0	upregulated
72	IPR000640:Translation elongation factor EFG, V domain	0	3	1	1	0	upregulated
73	IPR000644:CBS domain	0	4	1	1	0	upregulated
74	IPR000652:Triosephosphate isomerase	0	1	1	1	0	upregulated
75	IPR000659:Pyridoxamine 5'-phosphate oxidase	0	1	1	1	0	upregulated
76	IPR000672:Tetrahydrofolate dehydrogenase/cyclohydrolase	0	1	1	1	0	upregulated
77	IPR000701:Succinate dehydrogenase/Fumarate reductase, transmembrane subunit	0	2	1	1	0	upregulated
78	IPR000702:Ribosomal protein L6	0	1	1	1	0	upregulated
79	IPR000711:ATPase, OSCP/delta subunit	0	1	1	1	0	upregulated
80	IPR000713:Mur ligase, N-terminal catalytic domain	0	2	1	1	0	upregulated
81	IPR000715:Glycosyl transferase, family 4	0	1	1	1	0	upregulated
82	IPR000722:RNA polymerase, alpha subunit	0	1	1	1	0	upregulated
83	IPR000740:GrpE nucleotide exchange factor	0	1	1	1	0	upregulated
84	IPR000754:Ribosomal protein S9	0	1	1	1	0	upregulated
85	IPR000760:Inositol monophosphatase-like	0	1	1	1	0	upregulated
86	IPR000788:Ribonucleotide reductase large subunit, C-terminal	0	1	1	1	0	upregulated
87	IPR000793:ATP synthase, alpha subunit, C-terminal	0	1	1	1	0	upregulated
88	IPR000795:Transcription factor, GTP-binding domain	0	6	1	1	0	upregulated
89	IPR000813:7Fe ferredoxin	0	1	1	1	0	upregulated
90	IPR000819:Peptidase M17, leucyl aminopeptidase, C-terminal	0	1	1	1	0	upregulated
91	IPR000829:DAGK family	0	1	1	1	0	upregulated
92	IPR000836:Phosphoribosyltransferase domain	0	3	1	1	0	upregulated
93	IPR000846:Dihydrodipicolinate reductase, N-terminal	0	1	1	1	0	upregulated
94	IPR000849:Sugar phosphate transporter	0	1	1	1	0	upregulated
95	IPR000860:Porphobilinogen deaminase	0	1	1	1	0	upregulated
96	IPR000866:Alkyl hydroperoxide reductase subunit C/ Thiol specific antioxidant	0	3	1	1	0	upregulated
97	IPR000883:Cytochrome c oxidase subunit I	0	2	1	1	0	upregulated
98	IPR000897:Signal recognition particle, SRP54 subunit, GTPase domain	0	2	1	1	0	upregulated
99	IPR000905:Gcp-like domain	0	2	1	1	0	upregulated
100	IPR000911:Ribosomal protein L11/L12	0	1	1	1	0	upregulated
101	IPR000924:Glutamyl/glutaminyl-tRNA synthetase	0	2	1	1	0	upregulated
102	IPR000926:GTP cyclohydrolase II, RibA	0	1	1	1	0	upregulated
103	IPR000941:Enolase	0	1	1	1	0	upregulated
104	IPR000943:RNA polymerase sigma-70	0	2	1	1	0	upregulated
105	IPR000962:Zinc finger, DksA/TraR C4-type	0	1	1	1	0	upregulated
106	IPR000994:Peptidase M24	0	2	1	1	0	upregulated
107	IPR000999:Ribonuclease III domain	0	1	1	1	0	upregulated
108	IPR001001:DNA polymerase III, beta chain	0	1	1	1	0	upregulated
109	IPR001015:Ferrochelatase	0	1	1	1	0	upregulated
110	IPR001017:Dehydrogenase, E1 component	0	2	1	1	0	upregulated
111	IPR001021:Ribosomal protein L25, long-form	0	1	1	1	0	upregulated
112	IPR001030:Aconitase/3-isopropylmalate dehydratase large subunit, alpha/beta/alpha domain	0	1	1	1	0	upregulated
113	IPR001036:Acriflavin resistance protein	0	1	1	1	0	upregulated
114	IPR001041:2Fe-2S ferredoxin-type iron-sulfur binding domain	0	3	1	1	0	upregulated
115	IPR001048:Aspartate/glutamate/uridylate kinase	0	3	1	1	0	upregulated
116	IPR001055:Adrenodoxin	0	1	1	1	0	upregulated
117	IPR001059:Translation elongation factor P/YeiP, central	0	1	1	1	0	upregulated
118	IPR001062:Transcription antitermination protein, NusG	0	1	1	1	0	upregulated
119	IPR001063:Ribosomal protein L22/L17	0	1	1	1	0	upregulated
120	IPR001075:NIF system FeS cluster assembly, NifU, C-terminal	0	1	1	1	0	upregulated
121	IPR001078:2-oxoacid dehydrogenase acyltransferase, catalytic domain	0	2	1	1	0	upregulated
122	IPR001085:Serine hydroxymethyltransferase	0	1	1	1	0	upregulated
123	IPR001087:GDSL lipase/esterase	0	1	1	1	0	upregulated
124	IPR001093:IMP dehydrogenase/GMP reductase	0	1	1	1	0	upregulated
125	IPR001098:DNA-directed DNA polymerase, family A, palm domain	0	1	1	1	0	upregulated
126	IPR001100:Pyridine nucleotide-disulphide oxidoreductase, class I	0	2	1	1	0	upregulated
127	IPR001107:Band 7 domain	0	3	1	1	0	upregulated
128	IPR001114:Adenylosuccinate synthetase	0	1	1	1	0	upregulated
129	IPR001130:TatD family	0	1	1	1	0	upregulated
130	IPR001133:NADH-ubiquinone oxidoreductase chain 4L/K	0	1	1	1	0	upregulated
131	IPR001135:NADH-quinone oxidoreductase, subunit D	0	1	1	1	0	upregulated
132	IPR001162:UvrC family homology region	0	1	1	1	0	upregulated
133	IPR001173:Glycosyltransferase 2-like	0	1	1	1	0	upregulated
134	IPR001179:FKBP-type peptidyl-prolyl cis-trans isomerase domain	0	2	1	1	0	upregulated
135	IPR001182:Probable peptidoglycan glycosyltransferase FtsW/RodA	0	2	1	1	0	upregulated
136	IPR001189:Manganese/iron superoxide dismutase	0	1	1	1	0	upregulated
137	IPR001207:Transposase, mutator type	0	1	1	1	0	upregulated
138	IPR001208:MCM domain	0	1	1	1	0	upregulated
139	IPR001209:Ribosomal protein S14	0	1	1	1	0	upregulated
140	IPR001227:Acyl transferase domain	0	1	1	1	0	upregulated
141	IPR001228:2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase	0	1	1	1	0	upregulated
142	IPR001236:Lactate/malate dehydrogenase, N-terminal	0	1	1	1	0	upregulated
143	IPR001238:DNA-binding, RecF	0	1	1	1	0	upregulated
144	IPR001241:DNA topoisomerase, type IIA	0	1	1	1	0	upregulated
145	IPR001247:Exoribonuclease, phosphorolytic domain 1	0	1	1	1	0	upregulated
146	IPR001260:Coproporphyrinogen III oxidase, aerobic	0	1	1	1	0	upregulated
147	IPR001268:NADH:ubiquinone oxidoreductase, 30kDa subunit	0	1	1	1	0	upregulated
148	IPR001269:tRNA-dihydrouridine synthase	0	1	1	1	0	upregulated
149	IPR001270:ClpA/B family	0	2	1	1	0	upregulated
150	IPR001278:Arginine-tRNA ligase	0	1	1	1	0	upregulated
151	IPR001279:Metallo-beta-lactamase	0	1	1	1	0	upregulated
152	IPR001288:Translation initiation factor 3	0	1	1	1	0	upregulated
153	IPR001295:Dihydroorotate dehydrogenase, conserved site	0	1	1	1	0	upregulated
154	IPR001296:Glycosyl transferase, family 1	0	1	1	1	0	upregulated
155	IPR001303:Class II aldolase/adducin N-terminal	0	1	1	1	0	upregulated
156	IPR001305:Heat shock protein DnaJ, cysteine-rich domain	0	1	1	1	0	upregulated
157	IPR001310:Histidine triad (HIT) protein	0	1	1	1	0	upregulated
158	IPR001328:Peptidyl-tRNA hydrolase	0	1	1	1	0	upregulated
159	IPR001333:Peptidase M32, carboxypeptidase Taq	0	1	1	1	0	upregulated
160	IPR001341:Aspartate kinase domain	0	1	1	1	0	upregulated
161	IPR001347:Sugar isomerase (SIS)	0	1	1	1	0	upregulated
162	IPR001351:Ribosomal protein S3, C-terminal	0	1	1	1	0	upregulated
163	IPR001353:Proteasome, subunit alpha/beta	0	1	1	1	0	upregulated
164	IPR001357:BRCT domain	0	1	1	1	0	upregulated
165	IPR001383:Ribosomal protein L28	0	1	1	1	0	upregulated
166	IPR001387:Cro/C1-type helix-turn-helix domain	0	6	1	1	0	upregulated
168	IPR001405:RadC protein	0	2	1	1	0	upregulated
169	IPR001406:Pseudouridine synthase I, TruA	0	1	1	1	0	upregulated
170	IPR001412:Aminoacyl-tRNA synthetase, class I, conserved site	0	8	1	1	0	upregulated
171	IPR001431:Peptidase M16, zinc-binding site	0	1	1	1	0	upregulated
172	IPR001437:Transcription elongation factor, GreA/GreB, C-terminal	0	1	1	1	0	upregulated
173	IPR001441:Decaprenyl diphosphate synthase-like	0	1	1	1	0	upregulated
175	IPR001457:NADH:ubiquinone/plastoquinone oxidoreductase, chain 6	0	1	1	1	0	upregulated
176	IPR001460:Penicillin-binding protein, transpeptidase	0	2	1	1	0	upregulated
177	IPR001463:Sodium:alanine symporter	0	3	1	1	0	upregulated
178	IPR001469:ATP synthase, F1 complex, delta/epsilon subunit	0	1	1	1	0	upregulated
179	IPR001478:PDZ domain	0	2	1	1	0	upregulated
180	IPR001482:Type II secretion system protein E	0	1	1	1	0	upregulated
181	IPR001505:Copper centre Cu(A)	0	1	1	1	0	upregulated
182	IPR001509:NAD-dependent epimerase/dehydratase	0	2	1	1	0	upregulated
183	IPR001516:NADH-Ubiquinone oxidoreductase (complex I), chain 5 N-terminal	0	1	1	1	0	upregulated
184	IPR001537:tRNA/rRNA methyltransferase, SpoU type	0	1	1	1	0	upregulated
185	IPR001557:L-lactate/malate dehydrogenase	0	1	1	1	0	upregulated
186	IPR001564:Nucleoside diphosphate kinase	0	1	1	1	0	upregulated
187	IPR001576:Phosphoglycerate kinase	0	1	1	1	0	upregulated
188	IPR001584:Integrase, catalytic core	0	16	1	1	0	upregulated
189	IPR001585:Transaldolase/Fructose-6-phosphate aldolase	0	1	1	1	0	upregulated
190	IPR001597:Aromatic amino acid beta-eliminating lyase/threonine aldolase	0	2	1	1	0	upregulated
191	IPR001623:DnaJ domain	0	4	1	1	0	upregulated
192	IPR001626:ABC transporter, TroCD-like	0	1	1	1	0	upregulated
193	IPR001636:Phosphoribosylaminoimidazole-succinocarboxamide synthase	0	1	1	1	0	upregulated
194	IPR001638:Solute-binding protein  family 3/N-terminal domain of MltF	0	1	1	1	0	upregulated
195	IPR001640:Prolipoprotein diacylglyceryl transferase	0	1	1	1	0	upregulated
196	IPR001646:Pentapeptide repeat	0	1	1	1	0	upregulated
197	IPR001648:Ribosomal protein S18	0	1	1	1	0	upregulated
199	IPR001653:Diaminopimelate epimerase, DapF	0	1	1	1	0	upregulated
200	IPR001667:DDH domain	0	1	1	1	0	upregulated
201	IPR001669:Arginine repressor	0	1	1	1	0	upregulated
